gender,grad_year,course,Poly_Uni_attended,Uni_Poly_Type,qualification,NYSC_complete,course_helped_emp,course_helped_skills,best_sector,job_search_mode,job1_reason,job1_x_qual,job1_level,job1_via_NYSC,car_rent_from_job1
Male,2017,Economics,Covenant University Ota,Private,Bachelor's degree,No,Agree,"Critical thinking skills, Ability to solve complex problems, Ability to work with others, Written communication skills, Knowledge of the skill(s) you are studying",Agriculture/Poultry/Fishing,"Personal contacts, including family and friends",,,,No,No
Male,2017,Computer Science,"Babcock University,Ilishan-Remo",Private,Bachelor's degree,Ongoing,Strongly Agree,"Critical thinking skills, Ability to solve complex problems, Ability to work with others, Written communication skills, Spoken communication skills, Knowledge of the skill(s) you are studying",Government / Defence,"Personal contacts, including family and friends",It was an opportunity to progress in the organisation,Yes: the qualification was a formal requirement,Entry level,I have not completed my NYSC,No
Male,2015,Computer Engineering,"Ladoke Akintola University of Technology, Ogbomoso",State,Bachelor's degree,Yes,,,,,,,,No,
Female,2017,Philosophy,"Anambra State University of Science & Technology, Uli",State,Bachelor's degree,No,Agree,"Critical thinking skills, Ability to solve complex problems, Ability to work with others",Legal,"Personal contacts, including family and friends",,,,I have not completed my NYSC,No
Male,2015,English and Literary Studies,Ekiti State University,State,Bachelor's degree,Yes,,,,,,,,No,
Male,2016,Fine and Applied Arts (Creatiuve Arts),"Federal University of Technology, Akure",Federal,Bachelor's degree,Yes,Agree,"Critical thinking skills, Ability to solve complex problems, Ability to work with others",Blue Collar,Internship,,,,Yes,No
Male,2016,Mass Communication (Communication and Language Arts),"Wesley Univ. of Science & Tech.,Ondo",Private,Bachelor's degree,Ongoing,Disagree,Spoken communication skills,Advertising / Marketing / Comms,"Personal contacts, including family and friends",In order to earn a living/pay off debts,No: the qualification was not required,Entry level,No,No
Male,2015,Agricultural and Bioresources Engineering,"Ladoke Akintola University of Technology, Ogbomoso",State,Bachelor's degree,Yes,,,,,,,,No,
Female,2016,Social Work,"Babcock University,Ilishan-Remo",Private,Bachelor's degree,Yes,,,,,,,,No,
Male,2017,Computer Engineering,Covenant University Ota,Private,Bachelor's degree,No,Disagree,Critical thinking skills,Oil & Gas / Mining,"Personal contacts, including family and friends",,,,No,No
Female,2015,Computer Science,"Bowen University, Iwo",Private,Bachelor's degree,Yes,Agree,Knowledge of the skill(s) you are studying,Technology,Social media/professional networking sites,To gain and broaden my experience in order to get the type of job I really want,Yes: while the qualification was not a formal requirement it did give me an advantage,Entry level,No,No
Male,2017,Education & Computer Science,University of Port-Harcourt,Federal,Bachelor's degree,No,Agree,"Written communication skills, Knowledge of the skill(s) you are studying",,Social media/professional networking sites,It was the only job offer I received,Yes: while the qualification was not a formal requirement it did give me an advantage,Entry level,I have not completed my NYSC,No
Male,2015,Civil Engineering,University of Ilorin,Federal,Bachelor's degree,Yes,Agree,"Critical thinking skills, Ability to solve complex problems, Ability to work with others, Knowledge of the skill(s) you are studying",Construction / Real Estate,"University/polytechnic (e.g. Careers Service, lecturer, website)",,,,No,No
Male,2015,Electrical & Electronic Engineering,"Federal University of Technology, Akure",Federal,Bachelor's degree,Yes,Strongly Disagree,None of the above,Engineering,"Personal contacts, including family and friends",To gain and broaden my experience in order to get the type of job I really want,Yes: the qualification was a formal requirement,Entry level,No,No
Female,2016,Psychology,"Federal University, Oye-Ekiti, Ekiti State",Federal,Bachelor's degree,Yes,,,,,,,,Yes,
Male,2014,Civil Engineering,"University of Nigeria, Nsukka",Federal,Bachelor's degree,Yes,,,,,,,,No,
Male,2014,Mechanical Engineering,University of Ilorin,Federal,Bachelor's degree,Yes,Agree,"Critical thinking skills, Ability to solve complex problems, Ability to work with others, Written communication skills, Spoken communication skills, Knowledge of the skill(s) you are studying",Oil & Gas / Mining,"Personal contacts, including family and friends",To gain and broaden my experience in order to get the type of job I really want,Yes: while the qualification was not a formal requirement it did give me an advantage,Entry level,No,No
Male,2016,Mechanical Engineering,University of Ilorin,Federal,Bachelor's degree,Yes,Strongly Agree,"Ability to solve complex problems, Ability to work with others, Knowledge of the skill(s) you are studying",Oil & Gas / Mining,"University/polytechnic (e.g. Careers Service, lecturer, website)",,,,Yes,No
Male,2015,Physics and Astronomy,"Adekunle Ajasin University, Akungba.",State,Bachelor's degree,Yes,Agree,"Critical thinking skills, Ability to solve complex problems, Ability to work with others, Written communication skills",Government / Defence,"Personal contacts, including family and friends",It fitted into my career plan/it was exactly the type of work I wanted,Yes: the qualification was a formal requirement,Experience/Professional,Yes,No
Male,2017,Petroleum and Gas Engineering,University of Port-Harcourt,Federal,Bachelor's degree,No,,,,,,,,I have not completed my NYSC,
Male,2015,Computer Science,"Ahmadu Bello University, Zaria",Federal,Bachelor's degree,Yes,Agree,"Critical thinking skills, Ability to solve complex problems, Ability to work with others, Written communication skills, Spoken communication skills, Knowledge of the skill(s) you are studying",Education,"Personal contacts, including family and friends",It fitted into my career plan/it was exactly the type of work I wanted,Yes: while the qualification was not a formal requirement it did give me an advantage,Entry level,No,No
Male,2016,Business Administration,"Jigawa State Polytechnic, Dutse, Block 40-42, Old Secretariat, Dutse, Jigawa State.",State,Higher National Diploma (HND),Ongoing,Strongly Agree,"Critical thinking skills, Ability to solve complex problems, Ability to work with others, Written communication skills, Spoken communication skills, Knowledge of the skill(s) you are studying",Education,"Personal contacts, including family and friends",,,,No,No
Male,2016,Economics,University of Maiduguri,Federal,Bachelor's degree,Ongoing,Strongly Agree,"Critical thinking skills, Ability to solve complex problems, Ability to work with others, Written communication skills, Spoken communication skills, Knowledge of the skill(s) you are studying",Oil & Gas / Mining,Social media/professional networking sites,,,,I have not completed my NYSC,No
Male,2017,Civil Engineering,"University of Nigeria, Nsukka",Federal,Bachelor's degree,No,Disagree,Critical thinking skills,Oil & Gas / Mining,"Personal contacts, including family and friends",,,,I have not completed my NYSC,No
Male,2016,Sociology/Anthropology,"Obafemi Awolowo University,Ile-Ife",Federal,Bachelor's degree,Ongoing,,,,,,,,Yes,
Female,2016,Civil Engineering,"University of Nigeria, Nsukka",Federal,Bachelor's degree,Ongoing,Agree,Critical thinking skills,Engineering,"Personal contacts, including family and friends",To gain and broaden my experience in order to get the type of job I really want,Yes: while the qualification was not a formal requirement it did give me an advantage,Experience/Professional,I have not completed my NYSC,No
Female,2017,Education & Social Science,University of Ibadan,Federal,Bachelor's degree,No,,,,,,,,I have not completed my NYSC,
Female,2017,Educational / Psychology Guidance And Counselling,University of Port-Harcourt,Federal,Bachelor's degree,No,Agree,"Critical thinking skills, Ability to solve complex problems, Ability to work with others, Written communication skills",Healthcare,"Personal contacts, including family and friends",,,,No,No
Male,2016,Mechanical Engineering,Others (For foreign trained students),Foreign,Master's degree,Yes,,,,,,,,No,
Male,2014,Computer Science,"Gombe State Univeristy, Gombe",State,Bachelor's degree,Yes,Agree,"Critical thinking skills, Ability to solve complex problems, Ability to work with others, Knowledge of the skill(s) you are studying",Ecommerce/Internet,"Personal contacts, including family and friends",,,,No,No
Male,2016,Biochemistry,"Federal University of Technology, Akure",Federal,Bachelor's degree,Yes,,,,,,,,Yes,
Female,2016,Medical Laboratory Sciences,"University of Nigeria, Nsukka",Federal,Bachelor's degree,No,Agree,Knowledge of the skill(s) you are studying,Healthcare,Social media/professional networking sites,,,,I have not completed my NYSC,No
Male,2016,Economics,University of Maiduguri,Federal,Bachelor's degree,Ongoing,,,,,,,,I have not completed my NYSC,
Male,2015,Civil Engineering,"University of Nigeria, Nsukka",Federal,Bachelor's degree,Yes,Agree,Ability to work with others,,"Personal contacts, including family and friends",,,,No,No
Male,2014,Pure and Industrial Chemistry,"Nnamdi Azikiwe University, Awka",Federal,Bachelor's degree,Yes,Disagree,Critical thinking skills,Advertising / Marketing / Comms,Recruitment agency/Online job site,It fitted into my career plan/it was exactly the type of work I wanted,Yes: the qualification was a formal requirement,Entry level,No,No
Male,2014,Biochemistry,"Anambra State University of Science & Technology, Uli",State,Bachelor's degree,Yes,Disagree,"Critical thinking skills, Ability to solve complex problems, Ability to work with others, Written communication skills, Spoken communication skills",FMCG,Social media/professional networking sites,,,,Yes,No
Female,2014,Education And Biology,"University of Nigeria, Nsukka",Federal,Bachelor's degree,Yes,Strongly Agree,Ability to work with others,Education,"Personal contacts, including family and friends",,,,No,No
Male,2014,Business Administration,"Kogi State Polytechnic, Lokoja, Kogi State.",State,Higher National Diploma (HND),Yes,Strongly Agree,"Ability to solve complex problems, Ability to work with others",NGO,"Personal contacts, including family and friends",,,,No,No
Male,2015,Computer Science,Usumanu Danfodiyo University,Federal,Bachelor's degree,Yes,Strongly Agree,"Critical thinking skills, Ability to solve complex problems",,"Personal contacts, including family and friends",,,,No,No
Male,2014,Petroleum and Gas Engineering,"Abubakar Tafawa Balewa University, Bauchi",Federal,Bachelor's degree,Yes,Strongly Disagree,"Critical thinking skills, Ability to solve complex problems, Ability to work with others, Written communication skills, Spoken communication skills, Knowledge of the skill(s) you are studying",Oil & Gas / Mining,"Personal contacts, including family and friends",,,,No,Yes
Male,2015,Civil Engineering,"Nnamdi Azikiwe University, Awka",Federal,Bachelor's degree,Yes,Agree,Ability to work with others,,Social media/professional networking sites,,,,No,No
Female,2016,Mass Communication (Communication and Language Arts),Others (For foreign trained students),Foreign,Bachelor's degree,Yes,Disagree,Spoken communication skills,Government / Defence,"Personal contacts, including family and friends",,,,No,No
Male,2016,Economics,University of Maiduguri,Federal,Bachelor's degree,Ongoing,Strongly Agree,Ability to solve complex problems,NGO,Social media/professional networking sites,,,,I have not completed my NYSC,No
Male,2016,Medicine,"Lagos City Polytechnic, Ikeja, Lagos State.",Private,Bachelor's degree,Ongoing,,,,,,,,Yes,
Female,2015,Economics,"American University of Nigeria, Yola",Private,Bachelor's degree,Ongoing,Agree,"Critical thinking skills, Ability to solve complex problems, Ability to work with others, Written communication skills, Spoken communication skills",Banking / Financial Services,Social media/professional networking sites,It was the best job offer I received,Yes: the qualification was a formal requirement,Clerical and administrative,No,No
Male,2015,Computer Science,"Federal Polytechnic Nekede, Owerri, Imo State.",Federal,Higher National Diploma (HND),Yes,,,,,,,,Yes,
Male,2016,Medicine,University of Ilorin,Federal,Bachelor's degree,Ongoing,Strongly Agree,Knowledge of the skill(s) you are studying,Healthcare,"Personal contacts, including family and friends",To gain and broaden my experience in order to get the type of job I really want,Yes: the qualification was a formal requirement,Entry level,I have not completed my NYSC,No
Male,2017,Medicine,Others (For foreign trained students),Foreign,Bachelor's degree,Ongoing,Agree,Knowledge of the skill(s) you are studying,,Media (e.g. newspaper/magazine advertisement),The job was well-paid,Yes: the qualification was a formal requirement,Experience/Professional,Yes,Yes
Male,2016,Mechanical Engineering,University of Maiduguri,Federal,Bachelor's degree,Ongoing,Agree,Ability to solve complex problems,,Internship,,,,I have not completed my NYSC,No
Male,2017,Building,"Federal University of Technology, Minna.",Federal,Bachelor's degree,No,,,,,,,,I have not completed my NYSC,
Male,2015,Medical Radiography and Radiological Sciences,"University of Nigeria, Nsukka",Federal,Bachelor's degree,Ongoing,Strongly Agree,Critical thinking skills,Oil & Gas / Mining,"Personal contacts, including family and friends",It was the best job offer I received,Yes: the qualification was a formal requirement,Experience/Professional,I have not completed my NYSC,No
Male,2016,Computer Science,"Enugu State University of Science and Technology, Enugu",State,Bachelor's degree,Ongoing,Agree,Knowledge of the skill(s) you are studying,Telecommunications,Recruitment agency/Online job site,It was an opportunity to progress in the organisation,Yes: the qualification was a formal requirement,Entry level,I have not completed my NYSC,No
Male,2016,Economics,"Redeemer's University, Mowe",Private,Bachelor's degree,Yes,Strongly Disagree,Knowledge of the skill(s) you are studying,Banking / Financial Services,"Personal contacts, including family and friends",,,,No,No
Female,2015,Business Administration,"Yaba College of Technology, Yaba, Lagos State.",Federal,Higher National Diploma (HND),Yes,Strongly Agree,Ability to work with others,Oil & Gas / Mining,"Personal contacts, including family and friends",,,,No,No
Male,2015,Accountancy,Olabisi Onabanjo University Ago-Iwoye,State,Bachelor's degree,Yes,,,,,,,,Yes,
Female,2016,Political Science,"Federal University, Lokoja, Kogi State",Federal,Bachelor's degree,Yes,,,,,,,,No,
Male,2014,Education And Biology,University of Ilorin,Federal,Bachelor's degree,Yes,Disagree,"Critical thinking skills, Ability to solve complex problems, Ability to work with others, Written communication skills, Spoken communication skills",Education,"Personal contacts, including family and friends",,,,No,No
Male,2017,Accountancy,Covenant University Ota,Private,Bachelor's degree,Ongoing,,,,,,,,I have not completed my NYSC,
Male,2015,Production and Industrial Engineering,University of Ibadan,Federal,Bachelor's degree,Yes,Agree,"Critical thinking skills, Ability to solve complex problems, Ability to work with others, Written communication skills, Spoken communication skills",Manufacturing / Production,Social media/professional networking sites,To gain and broaden my experience in order to get the type of job I really want,Yes: the qualification was a formal requirement,Entry level,No,No
Female,2016,Computer Science,"Benson Idahosa University,Benin City",Private,Bachelor's degree,Yes,,,,,,,,No,
Female,2015,Marketing,"Federal Polytechnic Oko, Anambra State.",Federal,Higher National Diploma (HND),Yes,,,,,,,,No,
Female,2014,Health and Physical Education,University of Ilorin,Federal,Bachelor's degree,Yes,Agree,"Critical thinking skills, Ability to work with others, Written communication skills, Spoken communication skills, Knowledge of the skill(s) you are studying",Oil & Gas / Mining,Media (e.g. newspaper/magazine advertisement),It was the only job offer I received,Yes: while the qualification was not a formal requirement it did give me an advantage,Entry level,No,No
Male,2015,Mathematics,University of Ibadan,Federal,Master's degree,Yes,Strongly Agree,"Critical thinking skills, Ability to solve complex problems",,Social media/professional networking sites,To gain and broaden my experience in order to get the type of job I really want,No: the qualification was not required,Entry level,No,No
Male,2014,Economics,University of Ibadan,Federal,Bachelor's degree,Yes,Agree,"Critical thinking skills, Ability to solve complex problems, Ability to work with others, Written communication skills, Spoken communication skills",Oil & Gas / Mining,Social media/professional networking sites,It was the best job offer I received,No: the qualification was not required,Entry level,No,No
Female,2015,Economics,University of Ibadan,Federal,Bachelor's degree,Yes,,,,,,,,No,
Female,2015,Linguistics and Nigerian Languages,University of Port-Harcourt,Federal,Bachelor's degree,Yes,Strongly Agree,Spoken communication skills,Telecommunications,Recruitment agency/Online job site,,,,No,No
Male,2016,Botany,University of Ilorin,Federal,Master's degree,Yes,Disagree,"Written communication skills, Spoken communication skills, Knowledge of the skill(s) you are studying",Agriculture/Poultry/Fishing,Recruitment agency/Online job site,It was the only job offer I received,No: the qualification was not required,Entry level,No,No
Female,2016,Physics and Astronomy,University of Ibadan,Federal,Bachelor's degree,Ongoing,Agree,Ability to solve complex problems,Power/Energy,Recruitment agency/Online job site,,,,I have not completed my NYSC,No
Female,2016,Physics and Astronomy,University of Ibadan,Federal,Bachelor's degree,Ongoing,Agree,Ability to solve complex problems,Power/Energy,Recruitment agency/Online job site,,,,I have not completed my NYSC,No
Male,2017,Computer Science,"The Polytechnic Ibadan, Ibadab, Oyo State.",State,Higher National Diploma (HND),No,Agree,"Critical thinking skills, Ability to solve complex problems, Ability to work with others, Written communication skills, Spoken communication skills, Knowledge of the skill(s) you are studying",Government / Defence,"Personal contacts, including family and friends",,,,No,No
Male,2014,Petroleum and Gas Engineering,University of Ibadan,Federal,Master's degree,Yes,,,,,,,,No,
Male,2015,Political Science,University of Ibadan,Federal,Bachelor's degree,Yes,Agree,"Critical thinking skills, Ability to solve complex problems, Written communication skills, Spoken communication skills",Oil & Gas / Mining,"Personal contacts, including family and friends",In order to earn a living/pay off debts,Yes: the qualification was a formal requirement,Clerical and administrative,No,No
Male,2017,Civil Engineering,University of Port-Harcourt,Federal,Bachelor's degree,No,Strongly Disagree,Knowledge of the skill(s) you are studying,Oil & Gas / Mining,Social media/professional networking sites,,,,No,No
Male,2014,Quantity Surveying,"Federal University of Technology, Akure",Federal,Bachelor's degree,Yes,Agree,"Critical thinking skills, Ability to solve complex problems, Ability to work with others, Written communication skills, Spoken communication skills, Knowledge of the skill(s) you are studying",Construction / Real Estate,Social media/professional networking sites,It fitted into my career plan/it was exactly the type of work I wanted,Yes: the qualification was a formal requirement,Experience/Professional,No,No
Male,2015,Electrical & Electronic Engineering,University of Benin,Federal,Bachelor's degree,Yes,Agree,"Critical thinking skills, Ability to solve complex problems, Ability to work with others, Spoken communication skills, Knowledge of the skill(s) you are studying",Oil & Gas / Mining,"Personal contacts, including family and friends",,,,No,No
Male,2015,Accountancy,"Obafemi Awolowo University,Ile-Ife",Federal,Bachelor's degree,Yes,Agree,Knowledge of the skill(s) you are studying,Consulting,"Personal contacts, including family and friends",,,,No,No
Female,2017,English and Literary Studies,"University of Abuja, Gwagwalada",Federal,Bachelor's degree,No,,,,,,,,No,
Female,2015,Political Science,University of Ibadan,Federal,Master's degree,Yes,,,,,,,,Yes,
Male,2017,Urban and Regional Planning,"Ladoke Akintola University of Technology, Ogbomoso",State,Bachelor's degree,No,,,,,,,,I have not completed my NYSC,
Male,2016,History and International Studies,University of Ilorin,Federal,Bachelor's degree,Yes,,,,,,,,No,
Female,2015,Economics,University of Ibadan,Federal,Bachelor's degree,Yes,Strongly Agree,"Critical thinking skills, Ability to solve complex problems, Ability to work with others, Written communication skills, Spoken communication skills",Government / Defence,"Personal contacts, including family and friends",It was the only job offer I received,Yes: the qualification was a formal requirement,Entry level,No,No
Male,2013,Computer Science,"Lagos State University Ojo, Lagos.",State,Bachelor's degree,Yes,Disagree,"Ability to work with others, Written communication skills, Spoken communication skills",Consulting,Social media/professional networking sites,It fitted into my career plan/it was exactly the type of work I wanted,No: the qualification was not required,Entry level,No,No
Male,2014,Agricultural Economics,"Federal University of Technology, Minna.",Federal,Bachelor's degree,Yes,Agree,"Critical thinking skills, Ability to solve complex problems, Ability to work with others, Written communication skills, Spoken communication skills, Knowledge of the skill(s) you are studying",Education,Media (e.g. newspaper/magazine advertisement),,,,No,No
Male,2014,Civil Engineering,University of Port-Harcourt,Federal,Bachelor's degree,Yes,Agree,"Critical thinking skills, Ability to solve complex problems, Ability to work with others, Written communication skills, Spoken communication skills, Knowledge of the skill(s) you are studying",Engineering,Recruitment agency/Online job site,,,,No,No
Female,2016,Theatre and Film Studies,"Lagos State University Ojo, Lagos.",State,Bachelor's degree,No,,,,,,,,I have not completed my NYSC,
Male,2013,Economics,"Bingham University, New Karu",Private,Master's degree,Yes,Agree,"Critical thinking skills, Ability to solve complex problems, Ability to work with others, Written communication skills",Oil & Gas / Mining,"Personal contacts, including family and friends",To gain and broaden my experience in order to get the type of job I really want,Yes: while the qualification was not a formal requirement it did give me an advantage,Clerical and administrative,Yes,No
Female,2015,Agronomy,"Ladoke Akintola University of Technology, Ogbomoso",State,Bachelor's degree,Yes,Agree,"Critical thinking skills, Ability to solve complex problems, Ability to work with others, Knowledge of the skill(s) you are studying",NGO,"Personal contacts, including family and friends",,,,No,No
Female,2016,Accountancy,"Babcock University,Ilishan-Remo",Private,Bachelor's degree,Yes,Agree,"Ability to work with others, Written communication skills, Spoken communication skills",Ecommerce/Internet,"Personal contacts, including family and friends",,,,No,No
Male,2014,Agricultural Extension,"University of Agriculture, Abeokuta.",Federal,Bachelor's degree,Yes,,,,,,,,No,
Female,2016,Geology,"Federal University of Technology, Akure",Federal,Bachelor's degree,Yes,,,,,,,,No,
Male,2015,Education & Computer Science,"Tai Solarin Univ. of Education, Ijebu-Ode",State,Bachelor's degree,Yes,Agree,Ability to work with others,Oil & Gas / Mining,"Personal contacts, including family and friends",To gain and broaden my experience in order to get the type of job I really want,Yes: the qualification was a formal requirement,Entry level,Yes,No
Female,2013,Banking and Finance,University of Lagos,Federal,Bachelor's degree,Yes,Strongly Disagree,"Critical thinking skills, Ability to solve complex problems, Ability to work with others, Written communication skills, Spoken communication skills, Knowledge of the skill(s) you are studying",Media,Social media/professional networking sites,To see if I would like the type of work it involved,Yes: while the qualification was not a formal requirement it did give me an advantage,Clerical and administrative,No,No
Female,2017,Microbiology,"Crescent University,",Private,Bachelor's degree,Yes,Strongly Agree,"Critical thinking skills, Ability to solve complex problems, Ability to work with others, Spoken communication skills, Knowledge of the skill(s) you are studying",Healthcare,Social media/professional networking sites,To see if I would like the type of work it involved,Yes: while the qualification was not a formal requirement it did give me an advantage,Entry level,No,No
Female,2016,Mass Communication (Communication and Language Arts),University of Jos,Federal,Bachelor's degree,Yes,,,,,,,,Yes,
Female,2016,Economics,"Bowen University, Iwo",Private,Bachelor's degree,Yes,,,,,,,,Yes,
Male,2015,Computer Science,"Crescent University,",Private,Bachelor's degree,Yes,,,,,,,,No,
Female,2015,Marine Biology,University of Lagos,Federal,Bachelor's degree,Yes,,,,,,,,No,
Female,2016,Chemical Engineering,"Madonna University, Okija",Private,Bachelor's degree,Ongoing,Agree,"Critical thinking skills, Ability to work with others, Written communication skills, Spoken communication skills, Knowledge of the skill(s) you are studying",Engineering,"Personal contacts, including family and friends",,,,No,No
Male,2013,Geology,"Ahmadu Bello University, Zaria",Federal,Master's degree,Yes,,,,,,,,No,
Female,2017,Medical Microbiology,"Kaduna State University, Kaduna",State,Bachelor's degree,No,,,,,,,,I have not completed my NYSC,
Female,2017,Systems Engineering,University of Lagos,Federal,Bachelor's degree,No,,,,,,,,I have not completed my NYSC,
Male,2014,Public Administration and Local Government,"Lagos State University Ojo, Lagos.",State,Bachelor's degree,Ongoing,Strongly Agree,Knowledge of the skill(s) you are studying,Government / Defence,"Personal contacts, including family and friends",,,,I have not completed my NYSC,No
Male,2015,Electrical & Electronic Engineering,"Akanu Ibiam Federal Polytechnic Unwana, Afikpo, Ebonyi State.",Federal,Higher National Diploma (HND),Yes,Strongly Agree,"Critical thinking skills, Ability to solve complex problems, Ability to work with others, Written communication skills, Spoken communication skills, Knowledge of the skill(s) you are studying",Telecommunications,Internship,,,,No,No
Male,2013,Soil Science,"University of Agriculture, Abeokuta.",Federal,Bachelor's degree,Yes,,,,,,,,No,
Male,2017,Computer Engineering,Covenant University Ota,Private,Bachelor's degree,No,Strongly Disagree,Ability to work with others,Consulting,"Personal contacts, including family and friends",It fitted into my career plan/it was exactly the type of work I wanted,Yes: the qualification was a formal requirement,Experience/Professional,No,No
Male,2017,Computer Science,"Cross River State University of Science &Technology, Calabar",State,Bachelor's degree,No,Disagree,"Critical thinking skills, Ability to solve complex problems",Technology,"Personal contacts, including family and friends",It was the only job offer I received,No: the qualification was not required,Entry level,I have not completed my NYSC,No
Male,2017,Economics,"Babcock University,Ilishan-Remo",Private,Bachelor's degree,Ongoing,Agree,"Critical thinking skills, Ability to work with others, Written communication skills, Spoken communication skills",Media,"Personal contacts, including family and friends",,,,I have not completed my NYSC,No
Male,2016,Public Administration and Local Government,University of Calabar,Federal,Bachelor's degree,Ongoing,Strongly Agree,"Critical thinking skills, Ability to solve complex problems, Ability to work with others, Written communication skills, Spoken communication skills",Telecommunications,Media (e.g. newspaper/magazine advertisement),To gain and broaden my experience in order to get the type of job I really want,No: the qualification was not required,Managerial,I have not completed my NYSC,No
Female,2017,Microbiology,University of Lagos,Federal,Bachelor's degree,Ongoing,Strongly Disagree,Ability to work with others,Healthcare,"Personal contacts, including family and friends",In order to earn a living/pay off debts,Yes: the qualification was a formal requirement,Entry level,I have not completed my NYSC,No
Female,2016,Pure and Industrial Chemistry,"Kwara State University, Ilorin",State,Bachelor's degree,Yes,,,,,,,,No,
Female,2017,Mass Communication (Communication and Language Arts),Covenant University Ota,Private,Bachelor's degree,Ongoing,Strongly Agree,"Critical thinking skills, Ability to solve complex problems, Ability to work with others, Written communication skills, Spoken communication skills, Knowledge of the skill(s) you are studying",Advertising / Marketing / Comms,"Personal contacts, including family and friends",To gain and broaden my experience in order to get the type of job I really want,No: the qualification was not required,Entry level,I have not completed my NYSC,Yes
Female,2017,Estate Management,University of Lagos,Federal,Bachelor's degree,No,Agree,"Ability to work with others, Written communication skills, Spoken communication skills",Oil & Gas / Mining,Internship,,,,I have not completed my NYSC,No
Male,2015,Petroleum and Gas Engineering,University of Port-Harcourt,Federal,Bachelor's degree,No,Strongly Disagree,"Ability to solve complex problems, Written communication skills, Spoken communication skills, Knowledge of the skill(s) you are studying",Technology,Social media/professional networking sites,To gain and broaden my experience in order to get the type of job I really want,No: the qualification was not required,Experience/Professional,No,No
Female,2014,Law,"Adekunle Ajasin University, Akungba.",State,Master's degree,Yes,Agree,Written communication skills,Education,Social media/professional networking sites,It was the only job offer I received,Yes: the qualification was a formal requirement,Experience/Professional,Yes,No
Male,2015,Electrical Engineering,"Federal University of Technology, Minna.",Federal,Bachelor's degree,Yes,Strongly Disagree,Knowledge of the skill(s) you are studying,Engineering,"Personal contacts, including family and friends",It was in the right location,No: the qualification was not required,Entry level,No,Yes
Male,2015,Chemical Engineering,"Federal University of Technology, Minna.",Federal,Master's degree,Yes,Strongly Disagree,"Ability to solve complex problems, Written communication skills, Knowledge of the skill(s) you are studying",Consulting,"Personal contacts, including family and friends",,,,No,No
Male,2017,Chemical Engineering,University of Benin,Federal,Bachelor's degree,No,Disagree,"Critical thinking skills, Ability to solve complex problems, Ability to work with others, Spoken communication skills, Knowledge of the skill(s) you are studying",Engineering,"University/polytechnic (e.g. Careers Service, lecturer, website)",,,,I have not completed my NYSC,No
Male,2014,Chemical Engineering,University of Benin,Federal,Bachelor's degree,Yes,Disagree,"Critical thinking skills, Ability to solve complex problems, Ability to work with others",Oil & Gas / Mining,"Personal contacts, including family and friends",,,,No,Yes
Female,2016,Social Sciences Education,"Federal University of Technology, Akure",Federal,Bachelor's degree,Yes,,,,,,,,Yes,
Female,2015,Sociology/Anthropology,"Ambrose Alli University, Ekpoma,",State,Bachelor's degree,Yes,,,,,,,,No,
Male,2017,Electrical & Electronic Engineering,Covenant University Ota,Private,Bachelor's degree,No,Agree,Ability to solve complex problems,Technology,"Personal contacts, including family and friends",,,,I have not completed my NYSC,No
Male,2013,Mathematics,Ekiti State University,State,Bachelor's degree,Yes,Disagree,Critical thinking skills,Engineering,"Personal contacts, including family and friends",It fitted into my career plan/it was exactly the type of work I wanted,Yes: the qualification was a formal requirement,Entry level,No,No
Male,2014,Management Information System,"Federal University of Technology, Owerri",Federal,Bachelor's degree,Yes,Agree,Critical thinking skills,Technology,"Personal contacts, including family and friends",It was the best job offer I received,Yes: the qualification was a formal requirement,Entry level,Yes,No
Male,2014,Management Information System,"Federal University of Technology, Owerri",Federal,Bachelor's degree,Yes,Agree,Critical thinking skills,Technology,"Personal contacts, including family and friends",It was the best job offer I received,Yes: the qualification was a formal requirement,Entry level,Yes,No
Female,2016,Education & Economics,"Osun State University, Oshogbo",State,Bachelor's degree,No,,,,,,,,I have not completed my NYSC,
Female,2016,Mass Communication (Communication and Language Arts),"Redeemer's University, Mowe",Private,Bachelor's degree,Yes,,,,,,,,No,
Female,2016,Statistics,"University of Nigeria, Nsukka",Federal,Bachelor's degree,No,,,,,,,,I have not completed my NYSC,
Female,2014,Pure and Industrial Chemistry,University of Jos,Federal,Bachelor's degree,Yes,Disagree,Ability to work with others,Hospitality/Leisure,"Personal contacts, including family and friends",It was the only job offer I received,Yes: the qualification was a formal requirement,Entry level,Yes,No
Female,2015,Pharmaceutical Technology and Industrial Pharmacy,Others (For foreign trained students),Foreign,Bachelor's degree,Yes,Strongly Agree,"Critical thinking skills, Ability to work with others, Written communication skills, Spoken communication skills, Knowledge of the skill(s) you are studying",FMCG,Recruitment agency/Online job site,,,,No,No
Male,2013,Computer Science,"Fountain Unveristy,Oshogbo",Private,Master's degree,Yes,Strongly Agree,"Critical thinking skills, Ability to solve complex problems, Knowledge of the skill(s) you are studying",Technology,Social media/professional networking sites,To see if I would like the type of work it involved,No: the qualification was not required,Entry level,No,No
Female,2017,Business Administration,Covenant University Ota,Private,Bachelor's degree,Ongoing,,,,,,,,I have not completed my NYSC,
Female,2015,Political Science,"Osun State University, Oshogbo",State,Bachelor's degree,Yes,Disagree,Spoken communication skills,Telecommunications,Media (e.g. newspaper/magazine advertisement),To gain and broaden my experience in order to get the type of job I really want,Yes: the qualification was a formal requirement,Entry level,No,No
